Name,URL,Image,Kinds,Summary,Description
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,レコードのメール アドレスを削除,レコードのメール アドレスを削除します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,レコードのメール アドレスを取得する,レコードのメール アドレスに関する情報を返します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,レコードのメール アドレスを更新する,レコードのメール アドレスのフィールドを更新する
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,レコードの一覧を表示する,レコードの一覧を返します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,レコードを作成する,新しいレコードを作成します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,レコードを取得する,レコードに関する情報を返します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,レコードを更新する,レコードを更新します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,寄付ページの一覧,寄付ページの一覧を返します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,寄付ページを取得する,寄付ページに関する情報を返します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,資金の一覧,資金の一覧を返す
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,資金の作成,新しい資金を作成します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,資金を取得する,資金に関する情報を返します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,資金を更新する,資金を更新します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,連絡担当者を一覧表示,イベントのすべての連絡担当者の一覧を返します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,連絡担当者を更新する,イベントの連絡担当者を更新します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Action,連絡担当者を追加する,連絡担当者をイベントに追加します。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Trigger,フォームが送信された場合、または既存のフォーム送信が更新された場合,フォームが送信された場合、または既存のフォーム送信が更新された場合にトリガーされます。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Trigger,レコードの電子メールが作成、更新、または削除された場合,レコードのメールが新しく作成された場合、またはレコードの既存のメールが更新または削除された場合にトリガーされます。
Almabase (プレビュー),https://learn.microsoft.com/ja-jp/connectors/almabase/,https://connectoricons-prod.azureedge.net/releases/v1.0.1584/1.0.1584.2880/almabase/icon.png,Trigger,新しいギフトが成功した場合、またはオンライン ギフトの支払いが失敗した場合,寄付者によって寄付ページで新しい寄付が正常に記録された場合、または寄付への支払いが失敗した場合にトリガーされます。
Amazon Redshift (プレビュー),https://learn.microsoft.com/ja-jp/connectors/amazonredshift/,https://connectoricons-prod.azureedge.net/releases/v1.0.1591/1.0.1591.2961/amazonredshift/icon.png,Action,行を取得する,この操作はテーブルから行を取得します。
Amazon Redshift (プレビュー),https://learn.microsoft.com/ja-jp/connectors/amazonredshift/,https://connectoricons-prod.azureedge.net/releases/v1.0.1591/1.0.1591.2961/amazonredshift/icon.png,Action,複数行を取得,この操作はテーブルから複数の行を取得します。
Amazon S3,https://learn.microsoft.com/ja-jp/connectors/amazons3/,https://connectoricons-prod.azureedge.net/releases/v1.0.1597/1.0.1597.3005/amazons3/icon.png,Action,S3 オブジェクトのコンテンツを取得する,S3 オブジェクトのコンテンツを取得します。
Amazon S3,https://learn.microsoft.com/ja-jp/connectors/amazons3/,https://connectoricons-prod.azureedge.net/releases/v1.0.1597/1.0.1597.3005/amazons3/icon.png,Action,S3 オブジェクトを一覧表示する,バケット内の S3 オブジェクトを一覧表示します。
Amazon S3,https://learn.microsoft.com/ja-jp/connectors/amazons3/,https://connectoricons-prod.azureedge.net/releases/v1.0.1597/1.0.1597.3005/amazons3/icon.png,Action,S3 バケットを一覧表示する,S3 バケットを一覧表示します。
Amazon S3,https://learn.microsoft.com/ja-jp/connectors/amazons3/,https://connectoricons-prod.azureedge.net/releases/v1.0.1597/1.0.1597.3005/amazons3/icon.png,Action,S3 リージョンを一覧表示,S3 リージョンを一覧で表示。
Amazon SQS,https://learn.microsoft.com/ja-jp/connectors/amazonsqs/,https://connectoricons-prod.azureedge.net/releases/v1.0.1597/1.0.1597.3005/amazonsqs/icon.png,Action,SQS キューにメッセージを送信する,SQS キューにメッセージを送信します。
Amazon SQS,https://learn.microsoft.com/ja-jp/connectors/amazonsqs/,https://connectoricons-prod.azureedge.net/releases/v1.0.1597/1.0.1597.3005/amazonsqs/icon.png,Trigger,SQS キューからメッセージを受信する場合,SQS キューからメッセージを受信する場合です。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で土壌の履歴を取得する,Ambee Soil API を使用すると、緯度と経度ごとに、世界の任意の場所の土壌水分と土壌温度レベルの履歴にリアルタイムでアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で天気の履歴を取得する,Ambee Weather API を使用すると、気温、気圧、湿度、風、雲の範囲、視程、および緯度と経度による世界のあらゆる場所の露点に関する履歴データにアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で天気予報を取得する,Ambee Weather API を使用すると、気温、気圧、湿度、風、雲の範囲、視程、および緯度と経度による世界のあらゆる場所の露点に関する日次、毎時、毎分にいたるまでの温度予測にアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で最新の花粉を取得する,Ambee Pollen API を使用すると、緯度と経度ごとに、木、草、雑草などの花粉の数をリアルタイムで確認できます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で水蒸気の履歴を取得する,Ambee Water Vapor API を使用すると、緯度と経度ごとに、世界の任意の場所の水蒸気レベルの履歴にリアルタイムでアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で現在の土壌を取得する,Ambee Soil API を使用すると、緯度と経度ごとに、世界の任意の場所の土壌水分と土壌温度レベルにリアルタイムでアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で現在の天気を取得する,Ambee Weather API を使用すると、気温、気圧、湿度、風、雲の範囲、視程、および緯度と経度による世界のあらゆる場所の露点に関するリアルタイムのローカル天気更新にアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で現在の水蒸気を取得する,Ambee Water Vapor API を使用すると、緯度と経度ごとに、世界の任意の場所の水蒸気レベルにリアルタイムでアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で現在の火災を取得する,Ambee の Fire API を使用すると、世界中のあらゆる場所の緯度と経度によるリアルタイムのローカル アクティブ火災データにアクセスできます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で現在の空気の質を取得する,Ambee Air Quality API は、geography 型の緯度を渡すことにより、任意の場所のリアルタイムのハイパーローカル大気質データを取得するのに役立ちます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で空気の質の履歴を取得する,Ambee Air Quality API は、データが必要な期間とともに地理座標を渡すことにより、任意の場所の任意の過去のハイパーローカル大気質データを取得するのに役立ちます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で花粉の履歴を取得する,Ambee Pollen API は、データが必要な期間とともに地理座標を渡すことにより、過去の花粉数 (樹木、草、雑草) を取得するためのアクセスを提供します。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,地理空間検索で花粉予測を取得する,Ambee Pollen API を使用すると、地理座標を渡すことで、花粉数 (樹木、草、雑草) の予測を取得できます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,場所検索で最近の花粉を取得する,Ambee Pollen API は、データが必要な期間とともに場所の名前を渡すことにより、リアルタイムの花粉数 (樹木、草、雑草) を取得するためのアクセスを提供します。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,場所検索で花粉の履歴を取得する,Ambee Pollen API は、データが必要な期間とともに場所の名前を渡すことにより、過去の花粉数 (樹木、草、雑草) を取得するためのアクセスを提供します。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,空気の質で最も汚染されていない場所を取得する,Ambee Air Quality API は、さまざまな国から計算された最も汚染の少ない場所を取得するのに役立ちます。 API は、国コード、部門、緯度、経度、地名、州、都市など、渡された郵便番号に関する位置情報も提供します。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,空気の質で最も汚染されている場所を取得する,Ambee Air Quality API は、さまざまな国から計算された最も汚染されている場所を取得するのに役立ちます。 API は、国コード、部門、緯度、経度、地名、州、都市など、渡された郵便番号に関する位置情報も提供します。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,郵便番号検索で現在の空気の質を取得する,Ambee Air Quality API は、都市の名前を渡すことにより、各地域の郵便番号を渡すことで任意の場所のリアルタイムのハイパーローカル大気質データを取得するのに役立ちます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,郵便番号検索で現在の空気の質を取得する,Ambee Air Quality API は、データが必要な期間とともに地理座標を渡すことにより、任意の場所の任意の過去のハイパーローカル大気質データを取得するのに役立ちます。
Ambee (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ambeeip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ambeeip/icon.png,Action,都市検索で現在の空気の質を取得する,Ambee Air Quality API は、都市の名前を渡すことにより、任意の都市のリアルタイムのハイパーローカル大気質データを取得するのに役立ちます。
AMEE Open Business (独立系発行元) (プレビュー),https://learn.microsoft.com/ja-jp/connectors/ameeopenbusinessip/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/ameeopenbusinessip/icon.png,Action,会社を取得する,会社のセットを返す
Apache Impala (プレビュー),https://learn.microsoft.com/ja-jp/connectors/impala/,https://connectoricons-prod.azureedge.net/releases/v1.0.1610-greyhound-localization-RelayFix/1.0.1610.3091/impala/icon.png,Action,行を取得する,Impala の表から 1 行を取得します
Apache Impala (プレビュー),https://learn.microsoft.com/ja-jp/connectors/impala/,https://connectoricons-prod.azureedge.net/releases/v1.0.1610-greyhound-localization-RelayFix/1.0.1610.3091/impala/icon.png,Action,複数行を取得,Impala の表から行を取得する
App Power Forms (プレビュー),https://learn.microsoft.com/ja-jp/connectors/apppowerforms/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apppowerforms/icon.png,Action,アダプティブ カード JSON としてフォームを取得する,アダプティブ カード JSON としてフォームを取得します。 たとえば、JSON を使用して、カードをアダプティブ カードとして Teams に投稿できます。
App Power Forms (プレビュー),https://learn.microsoft.com/ja-jp/connectors/apppowerforms/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apppowerforms/icon.png,Action,アダプティブ カードから新しいフォームを作成する,このアクションを使用して、Adaptive Card JSON に基づくフォームを作成します。
App Power Forms (プレビュー),https://learn.microsoft.com/ja-jp/connectors/apppowerforms/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apppowerforms/icon.png,Action,フォームの応答を待つ,このアクションを使用して、特定のフォームが送信されるまで待機します。 このアクションは、Easy Forms と Adaptive Card JSON に基づくフォームの両方に使用できます。
App Power Forms (プレビュー),https://learn.microsoft.com/ja-jp/connectors/apppowerforms/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apppowerforms/icon.png,Action,新しい App Power Easy フォームを作成する,新しい App Power Easy フォームを作成します。 このアクションの後に、フィールド固有のアクションを追加することにより、フォームに任意の数のフィールドを追加できます。
Appfigures,https://learn.microsoft.com/ja-jp/connectors/appfigures/,https://connectoricons-prod.azureedge.net/releases/v1.0.1552/1.0.1552.2699/appfigures/icon.png,Trigger,製品 ID,Appfigures 内の製品の一意の ID。
Appfigures,https://learn.microsoft.com/ja-jp/connectors/appfigures/,https://connectoricons-prod.azureedge.net/releases/v1.0.1552/1.0.1552.2699/appfigures/icon.png,Trigger,製品 ID,Appfigures 内の製品の一意の ID。
承認,https://learn.microsoft.com/ja-jp/connectors/approvals/,https://connectoricons-prod.azureedge.net/releases/v1.0.1599/1.0.1599.3017/approvals/icon.png,Action,承認を待機,指定された承認が完了するのを待機します。
承認,https://learn.microsoft.com/ja-jp/connectors/approvals/,https://connectoricons-prod.azureedge.net/releases/v1.0.1599/1.0.1599.3017/approvals/icon.png,Action,開始して承認または拒否を待機 - 最初に承認に応答 [非推奨],このアクションは非推奨になりました。 代わりに、開始して承認を待機を使用してください。
承認,https://learn.microsoft.com/ja-jp/connectors/approvals/,https://connectoricons-prod.azureedge.net/releases/v1.0.1599/1.0.1599.3017/approvals/icon.png,Action,開始して承認を待機,自動承認プロセスを開始し、完了するのを待機します。 承認はキャンセル可能です。
承認,https://learn.microsoft.com/ja-jp/connectors/approvals/,https://connectoricons-prod.azureedge.net/releases/v1.0.1599/1.0.1599.3017/approvals/icon.png,Action,開始して承認を待機 [非推奨],このアクションは非推奨になりました。 代わりに、開始して承認を待機を使用してください。
AppsForOps Timeline (プレビュー),https://learn.microsoft.com/ja-jp/connectors/appsforops/,https://connectoricons-prod.azureedge.net/releases/v1.0.1552/1.0.1552.2699/appsforops/icon.png,Action,これを呼び出すことで、指定したグループの新しいタイムライン エントリを作成します。,ソース
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,Date,日付と時刻をあるタイムゾーンから別のタイムゾーンに変換する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,Date,曜日、合計秒数、秒針などの有用な日付と時刻の情報を取得します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,Date,特定の形式で日付 / 時刻文字列を作成します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - JSON へのコレクション,コレクションを名前付き JSON オブジェクトに変換します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - XML へのコレクション,コレクションを XML 文字列に変換します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - コレクションから削除,コレクションからアイテムを削除する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - コレクションに追加,コレクションをリストに追加する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - コレクションを並べ替える,文字列のコレクションを並べ替える
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - コレクションを数える,アイテムのコレクションを数える
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - コレクション内の値を置き換えます,コレクション内の文字列全体または一部を置き換える
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - フィルター コレクション,文字列のコレクションをキーワードでフィルタリングする
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - 分割コレクション,値またはインデックスを照合してアイテムのコレクションを分割する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - 文字列が含まれています,コレクション内のアイテムに特定の文字列が含まれているかどうかを確認します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - 文字列で始まる,コレクション内のアイテムが特定の文字列で始まっているかどうかを確認します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - 文字列で終わる,コレクション内のアイテムが特定の文字列で終わっているかどうかを確認します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,コレクション - 番号が含まれています,コレクションに特定の番号が含まれているかどうかを確認する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - GUID を生成します,グローバル一意識別子を生成する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - URL をエンコードします,複雑なハイパーリンクからエンコードされた文字列を生成する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - URL をデコード,エンコードされた URL をデコードします
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - テキスト読み上げ,AI 駆動の音声合成を使用して、テキストをオーディオ ファイルに変換します。
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - ハイパーリンクを短くする,複雑な URL から単純な短縮 URL を生成する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - ハッシュを生成する,文字列からハッシュ値を生成
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - ハッシュを確認する,元のソース文字列に対してハッシュ値を確認します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - パスワードを生成,強力なパスワードを生成する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - ファイルへの文字列,テキスト文字列をファイルに変換する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - メールを検証する,メール アドレスが有効かどうかを確認する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 大文字と小文字を変換,文字列を大文字、小文字、またはタイトル ケースに変換する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列が含まれている,文字列に別の文字列が含まれているかどうかを確認する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列の結合,文字列のコレクションを結合
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列をエンコードする,Base64 エンコーディングを使用して文字列をエンコードします
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列をデコードする,Base64 エンコーディングでエンコードされた文字列をデコードします
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列をトリムします,文字列の先頭または末尾のホワイト スペースを削除する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列を分割,1 つ以上の文字に基づいて文字列を分割する
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列を比較します,2 つの文字列の比較を実行します
Apptigent PowerTools,https://learn.microsoft.com/ja-jp/connectors/apptigentpowertoolspro/,https://connectoricons-prod.azureedge.net/releases/v1.0.1592/1.0.1592.2970/apptigentpowertoolspro/icon.png,Action,テキスト - 文字列を編集,機密コンテンツを含む文字列を編集する
